cnit           ; lib_mrq_doss             ; lib_mod_doss             ; energ; hybride; typ_boite_nb_rapp; puiss_admin; puiss_max; masse_ordma_min; masse_ordma_max; conso_mixte; co2_mixte
M10ALFVP000G340; ALFA ROMEO               ; 159                      ; ES   ; non    ; M 6              ;          12;     147.0;            1505;            1505;         7.8;     182.0
M10ALFVP000H341; ALFA ROMEO               ; 159                      ; ES   ; non    ; M 6              ;          12;     147.0;            1555;            1555;         8.0;     186.0
M10ALFVP000E302; ALFA ROMEO               ; 159                      ; GO   ; non    ; M 6              ;           7;     100.0;            1565;            1565;         5.1;     134.0
M10ALFVP000F303; ALFA ROMEO               ; 159                      ; GO   ; non    ; M 6              ;           7;     100.0;            1565;            1565;         5.1;     134.0
M10ALFVP000J306; ALFA ROMEO               ; 159                      ; GO   ; non    ; M 6              ;           7;     100.0;            1615;            1615;         5.2;     137.0
M10ALFVP000J307; ALFA ROMEO               ; 159                      ; GO   ; non    ; M 6              ;           7;     100.0;            1615;            1615;         5.2;     137.0
M10ALFVP000G304; ALFA ROMEO               ; 159                      ; GO   ; non    ; M 6              ;           9;     125.0;            1565;            1565;         5.3;     139.0
M10ALFVP000H305; ALFA ROMEO               ; 159                      ; GO   ; non    ; M 6              ;           9;     125.0;            1565;            1565;         5.3;     139.0
M10ALFVP000K308; ALFA ROMEO               ; 159                      ; GO   ; non    ; M 6              ;           9;     125.0;            1615;            1615;         5.4;     142.0
M10ALFVP000L309; ALFA ROMEO               ; 159                      ; GO   ; non    ; M 6              ;           9;     125.0;            1615;            1615;         5.4;     142.0
M10ALFVP000S255; ALFA ROMEO               ; 159                      ; GO   ; non    ; M 6              ;           9;     125.0;            1615;            1615;         5.2;     139.0
M10ALFVP000U221; ALFA ROMEO               ; 159                      ; GO   ; non    ; M 6              ;           9;     125.0;            1565;            1565;         5.1;     136.0
M10ALFVP000S413; ALFA ROMEO               ; 4C                       ; ES   ; non    ; A 6              ;          14;     177.0;             995;             995;         6.8;     157.0
M10ALFVP0005293; ALFA ROMEO               ; AR8C SPIDER              ; ES   ; non    ; M 6              ;          38;     331.0;            1750;            1750;        16.3;     379.0
M10ALFVP0006039; ALFA ROMEO               ; AR8C SPIDER              ; ES   ; non    ; M 6              ;          38;     331.0;            1750;            1750;        16.3;     379.0
M10ALFVP0003266; ALFA ROMEO               ; BRERA                    ; ES   ; non    ; M 6              ;          12;     147.0;            1505;            1505;         8.1;     189.0
M10ALFVP0004267; ALFA ROMEO               ; BRERA                    ; ES   ; non    ; M 6              ;          12;     147.0;            1505;            1505;         8.1;     189.0
M10ALFVP0007270; ALFA ROMEO               ; BRERA                    ; GO   ; non    ; M 6              ;           9;     120.0;            1555;            1555;         5.4;     142.0
M10ALFVP0008271; ALFA ROMEO               ; BRERA                    ; GO   ; non    ; M 6              ;           9;     120.0;            1555;            1555;         5.4;     142.0
M10ALFVP0005268; ALFA ROMEO               ; BRERA                    ; GO   ; non    ; M 6              ;           9;     125.0;            1555;            1555;         5.4;     142.0
M10ALFVP0006269; ALFA ROMEO               ; BRERA                    ; GO   ; non    ; M 6              ;           9;     125.0;            1555;            1555;         5.4;     142.0
M10ALFVP0008332; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           6;      77.0;            1355;            1355;         6.4;     149.0
M10ALFVP0009333; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           6;      77.0;            1355;            1355;         6.4;     149.0
M10ALFVP000A334; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           6;      77.0;            1355;            1355;         6.4;     149.0
M10ALFVP000B335; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           6;      77.0;            1355;            1355;         6.4;     149.0
M10ALFVP000E435; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           6;      77.0;            1355;            1355;         6.4;     148.0
M10ALFVP000F436; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           6;      77.0;            1355;            1355;         6.4;     148.0
M10ALFVP000G437; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           6;      77.0;            1355;            1355;         6.4;     148.0
M10ALFVP000H438; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           6;      77.0;            1355;            1355;         6.4;     148.0
M10ALFVP0000324; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           7;      85.0;            1355;            1355;         6.4;     149.0
M10ALFVP0001325; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           7;      85.0;            1355;            1355;         6.4;     149.0
M10ALFVP0003169; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           7;      88.0;            1355;            1355;         6.4;     149.0
M10ALFVP0004328; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           7;      88.0;            1355;            1355;         6.4;     149.0
M10ALFVP0005329; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           7;      88.0;            1355;            1355;         6.4;     149.0
M10ALFVP0006294; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           7;      88.0;            1355;            1355;         6.4;     149.0
M10ALFVP0007295; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           7;      88.0;            1355;            1355;         6.4;     149.0
M10ALFVP000P409; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           7;      88.0;            1355;            1355;         6.4;     148.0
M10ALFVP000P410; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           7;      88.0;            1355;            1355;         6.4;     148.0
M10ALFVP000R411; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           7;      88.0;            1355;            1355;         6.4;     148.0
M10ALFVP000R412; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           7;      88.0;            1355;            1355;         6.4;     148.0
M10ALFVP000W320; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           7;      88.0;            1355;            1355;         6.4;     149.0
M10ALFVP000Y322; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           7;      88.0;            1355;            1355;         6.4;     149.0
M10ALFVP0002326; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           9;     120.0;            1365;            1365;         5.8;     134.0
M10ALFVP0003327; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           9;     120.0;            1365;            1365;         5.8;     134.0
M10ALFVP0006427; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; D 6              ;           8;     120.0;            1380;            1380;         5.2;     121.0
M10ALFVP0007428; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; D 6              ;           8;     120.0;            1380;            1380;         5.2;     121.0
M10ALFVP0009394; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           9;     120.0;            1365;            1365;         5.7;     132.0
M10ALFVP000A395; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           9;     120.0;            1365;            1365;         5.7;     132.0
M10ALFVP000C433; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; D 6              ;           8;     120.0;            1380;            1380;         5.1;     119.0
M10ALFVP000D434; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; D 6              ;           8;     120.0;            1380;            1380;         5.1;     119.0
M10ALFVP000H402; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           9;     120.0;            1365;            1365;         5.7;     131.0
M10ALFVP000J403; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           9;     120.0;            1365;            1365;         5.7;     131.0
M10ALFVP000P384; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           9;     120.0;            1365;            1365;         5.8;     134.0
M10ALFVP000P385; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           9;     120.0;            1365;            1365;         5.8;     134.0
M10ALFVP000T353; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; D 6              ;           8;     120.0;            1380;            1380;         5.2;     121.0
M10ALFVP000U354; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; D 6              ;           8;     120.0;            1380;            1380;         5.2;     121.0
M10ALFVP0001422; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           9;     125.0;            1365;            1365;         5.8;     134.0
M10ALFVP0002423; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; D 6              ;           9;     125.0;            1380;            1380;         5.2;     121.0
M10ALFVP0003388; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           9;     125.0;            1365;            1365;         5.7;     132.0
M10ALFVP0003424; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; D 6              ;           9;     125.0;            1380;            1380;         5.2;     121.0
M10ALFVP0004170; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           9;     125.0;            1365;            1365;         5.8;     134.0
M10ALFVP0004389; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           9;     125.0;            1365;            1365;         5.7;     132.0
M10ALFVP0004425; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; D 6              ;           9;     125.0;            1380;            1380;         5.2;     121.0
M10ALFVP0005390; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           9;     125.0;            1365;            1365;         5.7;     132.0
M10ALFVP0005426; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; D 6              ;           9;     125.0;            1380;            1380;         5.2;     121.0
M10ALFVP0006330; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           9;     125.0;            1365;            1365;         5.8;     134.0
M10ALFVP0006391; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           9;     125.0;            1365;            1365;         5.7;     132.0
M10ALFVP0007331; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           9;     125.0;            1365;            1365;         5.8;     134.0
M10ALFVP0008296; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           9;     125.0;            1365;            1365;         5.8;     134.0
M10ALFVP0008429; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; D 6              ;           9;     125.0;            1380;            1380;         5.1;     119.0
M10ALFVP0009297; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           9;     125.0;            1365;            1365;         5.8;     134.0
M10ALFVP0009430; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; D 6              ;           9;     125.0;            1380;            1380;         5.1;     119.0
M10ALFVP000A431; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; D 6              ;           9;     125.0;            1380;            1380;         5.1;     119.0
M10ALFVP000B396; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           9;     125.0;            1365;            1365;         5.7;     131.0
M10ALFVP000B432; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; D 6              ;           9;     125.0;            1380;            1380;         5.1;     119.0
M10ALFVP000C397; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           9;     125.0;            1365;            1365;         5.7;     131.0
M10ALFVP000D398; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           9;     125.0;            1365;            1365;         5.7;     131.0
M10ALFVP000E399; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           9;     125.0;            1365;            1365;         5.7;     131.0
M10ALFVP000J439; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; D 6              ;           9;     125.0;            1380;            1380;         5.0;     117.0
M10ALFVP000J440; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; D 6              ;           9;     125.0;            1380;            1380;         5.0;     117.0
M10ALFVP000M382; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           9;     125.0;            1365;            1365;         5.8;     134.0
M10ALFVP000R314; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; D 6              ;           9;     125.0;            1380;            1380;         5.2;     121.0
M10ALFVP000R315; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; D 6              ;           9;     125.0;            1380;            1380;         5.2;     121.0
M10ALFVP000R386; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           9;     125.0;            1365;            1365;         5.8;     134.0
M10ALFVP000R387; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           9;     125.0;            1365;            1365;         5.8;     134.0
M10ALFVP000S316; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; D 6              ;           9;     125.0;            1380;            1380;         5.2;     121.0
M10ALFVP000T317; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; D 6              ;           9;     125.0;            1380;            1380;         5.2;     121.0
M10ALFVP000X321; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           9;     125.0;            1365;            1365;         5.8;     134.0
M10ALFVP000Z323; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;           9;     125.0;            1365;            1365;         5.8;     134.0
M10ALFVP0006172; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;          14;     172.5;            1395;            1395;         7.6;     177.0
M10ALFVP000K344; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; M 6              ;          14;     172.5;            1395;            1395;         7.6;     177.0
M10ALFVP000L406; ALFA ROMEO               ; GIULIETTA                ; ES   ; non    ; D 6              ;          14;     177.0;            1395;            1395;         7.0;     162.0
M10ALFVP000K441; ALFA ROMEO               ; GIULIETTA                ; ES/GP; non    ; M 6              ;           7;      88.0;            1392;            1392;         6.4;     148.0
M10ALFVP000L442; ALFA ROMEO               ; GIULIETTA                ; ES/GP; non    ; M 6              ;           7;      88.0;            1392;            1392;         6.4;     148.0
M10ALFVP0007392; ALFA ROMEO               ; GIULIETTA                ; GO   ; non    ; M 6              ;           5;      77.0;            1385;            1385;         4.3;     112.0
M10ALFVP0008393; ALFA ROMEO               ; GIULIETTA                ; GO   ; non    ; M 6              ;           5;      77.0;            1385;            1385;         4.3;     112.0
M10ALFVP000F400; ALFA ROMEO               ; GIULIETTA                ; GO   ; non    ; M 6              ;           5;      77.0;            1385;            1385;         4.0;     104.0
M10ALFVP000G401; ALFA ROMEO               ; GIULIETTA                ; GO   ; non    ; M 6              ;           5;      77.0;            1385;            1385;         4.0;     104.0
M10ALFVP000J342; ALFA ROMEO               ; GIULIETTA                ; GO   ; non    ; M 6              ;           5;      77.0;            1385;            1385;         4.4;     114.0
M10ALFVP000L345; ALFA ROMEO               ; GIULIETTA                ; GO   ; non    ; M 6              ;           5;      77.0;            1385;            1385;         4.4;     114.0
M10ALFVP000L381; ALFA ROMEO               ; GIULIETTA                ; GO   ; non    ; M 6              ;           5;      77.0;            1385;            1385;         4.4;     114.0
M10ALFVP000N383; ALFA ROMEO               ; GIULIETTA                ; GO   ; non    ; M 6              ;           5;      77.0;            1385;            1385;         4.4;     114.0
M10ALFVP000M407; ALFA ROMEO               ; GIULIETTA                ; GO   ; non    ; M 6              ;           7;     100.0;            1395;            1395;         4.2;     110.0
M10ALFVP000N408; ALFA ROMEO               ; GIULIETTA                ; GO   ; non    ; M 6              ;           7;     100.0;            1395;            1395;         4.2;     110.0
M10ALFVP000R351; ALFA ROMEO               ; GIULIETTA                ; GO   ; non    ; M 6              ;           7;     100.0;            1395;            1395;         4.5;     119.0
M10ALFVP000S352; ALFA ROMEO               ; GIULIETTA                ; GO   ; non    ; M 6              ;           7;     100.0;            1395;            1395;         4.5;     119.0
M10ALFVP000A298; ALFA ROMEO               ; GIULIETTA                ; GO   ; non    ; M 6              ;           7;     103.0;            1395;            1395;         4.5;     119.0
M10ALFVP000B299; ALFA ROMEO               ; GIULIETTA                ; GO   ; non    ; M 6              ;           7;     103.0;            1395;            1395;         4.5;     119.0
M10ALFVP000P349; ALFA ROMEO               ; GIULIETTA                ; GO   ; non    ; M 6              ;           7;     103.0;            1395;            1395;         4.5;     119.0
M10ALFVP000R350; ALFA ROMEO               ; GIULIETTA                ; GO   ; non    ; M 6              ;           7;     103.0;            1395;            1395;         4.5;     119.0
M10ALFVP000J404; ALFA ROMEO               ; GIULIETTA                ; GO   ; non    ; M 6              ;           7;     110.0;            1395;            1395;         4.2;     110.0
M10ALFVP000K405; ALFA ROMEO               ; GIULIETTA                ; GO   ; non    ; M 6              ;           7;     110.0;            1395;            1395;         4.2;     110.0
M10ALFVP000N347; ALFA ROMEO               ; GIULIETTA                ; GO   ; non    ; M 6              ;           9;     120.0;            1395;            1395;         4.7;     124.0
M10ALFVP000P348; ALFA ROMEO               ; GIULIETTA                ; GO   ; non    ; M 6              ;           9;     120.0;            1395;            1395;         4.7;     124.0
M10ALFVP000V355; ALFA ROMEO               ; GIULIETTA                ; GO   ; non    ; D 6              ;           8;     120.0;            1410;            1410;         4.5;     119.0
M10ALFVP000W356; ALFA ROMEO               ; GIULIETTA                ; GO   ; non    ; D 6              ;           8;     120.0;            1410;            1410;         4.5;     119.0
M10ALFVP0005171; ALFA ROMEO               ; GIULIETTA                ; GO   ; non    ; M 6              ;           9;     125.0;            1395;            1395;         4.7;     124.0
M10ALFVP000J343; ALFA ROMEO               ; GIULIETTA                ; GO   ; non    ; M 6              ;           9;     125.0;            1395;            1395;         4.7;     124.0
M10ALFVP000M346; ALFA ROMEO               ; GIULIETTA                ; GO   ; non    ; M 6              ;           9;     125.0;            1395;            1395;         4.7;     124.0
M10ALFVP000U318; ALFA ROMEO               ; GIULIETTA                ; GO   ; non    ; D 6              ;           9;     125.0;            1410;            1410;         4.5;     119.0
M10ALFVP000V319; ALFA ROMEO               ; GIULIETTA                ; GO   ; non    ; D 6              ;           9;     125.0;            1410;            1410;         4.5;     119.0
M10ALFVP000M443; ALFA ROMEO               ; GIULIETTA                ; GO   ; non    ; D 6              ;           9;     128.5;            1410;            1410;         4.4;     116.0
M10ALFVP000N444; ALFA ROMEO               ; GIULIETTA                ; GO   ; non    ; D 6              ;           9;     128.5;            1410;            1410;         4.4;     116.0
M10ALFVP000K441; ALFA ROMEO               ; GIULIETTA                ; GP/ES; non    ; M 6              ;           7;      88.0;            1392;            1392;         8.3;     134.0
M10ALFVP000L442; ALFA ROMEO               ; GIULIETTA                ; GP/ES; non    ; M 6              ;           7;      88.0;            1392;            1392;         8.3;     134.0
M10ALFVP0000421; ALFA ROMEO               ; MITO                     ; ES   ; non    ; M 5              ;           4;      51.0;            1155;            1155;         5.8;     134.0
M10ALFVP000E338; ALFA ROMEO               ; MITO                     ; ES   ; non    ; M 5              ;           4;      51.0;            1155;            1155;         5.8;     134.0
M10ALFVP000F339; ALFA ROMEO               ; MITO                     ; ES   ; non    ; M 5              ;           4;      51.0;            1155;            1155;         5.8;     134.0
M10ALFVP000Z420; ALFA ROMEO               ; MITO                     ; ES   ; non    ; M 5              ;           4;      51.0;            1155;            1155;         5.8;     134.0
M10ALFVP000P312; ALFA ROMEO               ; MITO                     ; ES   ; non    ; M 5              ;           5;      57.0;            1155;            1155;         5.6;     130.0
M10ALFVP000P313; ALFA ROMEO               ; MITO                     ; ES   ; non    ; M 5              ;           5;      57.0;            1155;            1155;         5.6;     130.0
M10ALFVP000X418; ALFA ROMEO               ; MITO                     ; ES   ; non    ; M 5              ;           5;      57.0;            1155;            1155;         5.6;     130.0
M10ALFVP000Y419; ALFA ROMEO               ; MITO                     ; ES   ; non    ; M 5              ;           5;      57.0;            1155;            1155;         5.6;     130.0
M10ALFVP0000360; ALFA ROMEO               ; MITO                     ; ES   ; non    ; M 6              ;           4;      62.5;            1205;            1205;         4.2;      98.0
M10ALFVP000Z359; ALFA ROMEO               ; MITO                     ; ES   ; non    ; M 6              ;           4;      62.5;            1205;            1205;         4.2;      98.0
M10ALFVP000U451; ALFA ROMEO               ; MITO                     ; ES   ; non    ; M 6              ;           5;      73.5;            1205;            1205;         4.2;      88.0
M10ALFVP000V452; ALFA ROMEO               ; MITO                     ; ES   ; non    ; M 6              ;           5;      73.5;            1205;            1205;         4.2;      88.0
M10ALFVP0002035; ALFA ROMEO               ; MITO                     ; ES   ; non    ; M 6              ;           6;      77.0;            1185;            1185;         5.8;     136.0
M10ALFVP0007040; ALFA ROMEO               ; MITO                     ; ES   ; non    ; M 6              ;           6;      77.0;            1165;            1165;         5.7;     134.0
M10ALFVP0008041; ALFA ROMEO               ; MITO                     ; ES   ; non    ; M 6              ;           6;      77.0;            1165;            1165;         5.7;     134.0
M10ALFVP000J379; ALFA ROMEO               ; MITO                     ; ES   ; non    ; M 6              ;           5;      77.0;            1205;            1205;         4.2;      99.0
M10ALFVP000K380; ALFA ROMEO               ; MITO                     ; ES   ; non    ; M 6              ;           5;      77.0;            1205;            1205;         4.2;      99.0
M10ALFVP0004037; ALFA ROMEO               ; MITO                     ; ES   ; non    ; M 5              ;           7;      99.0;            1210;            1210;         5.6;     129.0
M10ALFVP0005038; ALFA ROMEO               ; MITO                     ; ES   ; non    ; M 5              ;           7;      99.0;            1210;            1210;         5.6;     129.0
M10ALFVP000F181; ALFA ROMEO               ; MITO                     ; ES   ; non    ; M 6              ;           7;      99.0;            1245;            1245;         5.5;     126.0
M10ALFVP000G182; ALFA ROMEO               ; MITO                     ; ES   ; non    ; M 6              ;           7;      99.0;            1245;            1245;         5.5;     126.0
M10ALFVP000Y455; ALFA ROMEO               ; MITO                     ; ES   ; non    ; A 6              ;           7;     103.0;            1245;            1245;         4.4;     124.0
M10ALFVP000Z456; ALFA ROMEO               ; MITO                     ; ES   ; non    ; A 6              ;           7;     103.0;            1245;            1245;         4.4;     124.0
M10ALFVP000S449; ALFA ROMEO               ; MITO                     ; ES   ; non    ; A 6              ;           9;     120.0;            1245;            1245;         4.4;     124.0
M10ALFVP000T450; ALFA ROMEO               ; MITO                     ; ES   ; non    ; A 6              ;           9;     120.0;            1245;            1245;         4.4;     124.0
M10ALFVP000B044; ALFA ROMEO               ; MITO                     ; ES   ; non    ; M 6              ;           9;     125.0;            1220;            1220;         6.0;     139.0
M10ALFVP000C045; ALFA ROMEO               ; MITO                     ; ES   ; non    ; M 6              ;           9;     125.0;            1220;            1220;         6.0;     139.0
M10ALFVP000R447; ALFA ROMEO               ; MITO                     ; ES   ; non    ; A 6              ;           9;     125.0;            1245;            1245;         4.4;     124.0
M10ALFVP000R448; ALFA ROMEO               ; MITO                     ; ES   ; non    ; A 6              ;           9;     125.0;            1245;            1245;         4.4;     124.0
M10ALFVP000P445; ALFA ROMEO               ; MITO                     ; ES/GP; non    ; M 5              ;           6;      88.0;            1220;            1220;         6.2;     145.0
M10ALFVP000P446; ALFA ROMEO               ; MITO                     ; ES/GP; non    ; M 5              ;           6;      88.0;            1220;            1220;         6.2;     145.0
M10ALFVP000W453; ALFA ROMEO               ; MITO                     ; GO   ; non    ; M 5              ;           4;      59.0;            1225;            1225;         3.4;      85.0
M10ALFVP000X454; ALFA ROMEO               ; MITO                     ; GO   ; non    ; M 5              ;           4;      59.0;            1225;            1225;         3.4;      85.0
M10ALFVP000C336; ALFA ROMEO               ; MITO                     ; GO   ; non    ; M 5              ;           4;      62.0;            1225;            1225;         3.5;      90.0
M10ALFVP000D337; ALFA ROMEO               ; MITO                     ; GO   ; non    ; M 5              ;           4;      62.0;            1225;            1225;         3.5;      90.0
M10ALFVP000D373; ALFA ROMEO               ; MITO                     ; GO   ; non    ; M 5              ;           4;      62.0;            1225;            1225;         3.6;      95.0
M10ALFVP000E374; ALFA ROMEO               ; MITO                     ; GO   ; non    ; M 5              ;           4;      62.0;            1225;            1225;         3.6;      95.0
M10ALFVP000F375; ALFA ROMEO               ; MITO                     ; GO   ; non    ; M 5              ;           4;      62.0;            1225;            1225;         3.5;      90.0
M10ALFVP000G376; ALFA ROMEO               ; MITO                     ; GO   ; non    ; M 5              ;           4;      62.0;            1225;            1225;         3.5;      90.0
M10ALFVP000H377; ALFA ROMEO               ; MITO                     ; GO   ; non    ; M 5              ;           4;      62.0;            1225;            1225;         3.4;      88.0
M10ALFVP000J378; ALFA ROMEO               ; MITO                     ; GO   ; non    ; M 5              ;           4;      62.0;            1225;            1225;         3.4;      88.0
M10ALFVP000M310; ALFA ROMEO               ; MITO                     ; GO   ; non    ; M 5              ;           4;      62.0;            1225;            1225;         3.6;      95.0
M10ALFVP000N311; ALFA ROMEO               ; MITO                     ; GO   ; non    ; M 5              ;           4;      62.0;            1225;            1225;         3.6;      95.0
M10ALFVP000F048; ALFA ROMEO               ; MITO                     ; GO   ; non    ; M 5              ;           5;      70.0;            1225;            1225;         4.0;     104.0
M10ALFVP000G049; ALFA ROMEO               ; MITO                     ; GO   ; non    ; M 5              ;           5;      70.0;            1225;            1225;         4.0;     104.0
M10ALFVP000B177; ALFA ROMEO               ; MITO                     ; GO   ; non    ; M 6              ;           6;      85.0;            1280;            1280;         4.4;     114.0
M10ALFVP000C178; ALFA ROMEO               ; MITO                     ; GO   ; non    ; M 6              ;           6;      85.0;            1280;            1280;         4.4;     114.0
M10ALFVP000V416; ALFA ROMEO               ; MITO                     ; GO   ; non    ; M 6              ;           6;      85.0;            1280;            1280;         4.3;     112.0
M10ALFVP000W417; ALFA ROMEO               ; MITO                     ; GO   ; non    ; M 6              ;           6;      85.0;            1280;            1280;         4.3;     112.0
M10ALFVP0009175; ALFA ROMEO               ; MITO                     ; GO   ; non    ; M 6              ;           6;      88.0;            1280;            1280;         4.4;     114.0
M10ALFVP000A176; ALFA ROMEO               ; MITO                     ; GO   ; non    ; M 6              ;           6;      88.0;            1280;            1280;         4.4;     114.0
M10ALFVP000T414; ALFA ROMEO               ; MITO                     ; GO   ; non    ; M 6              ;           6;      88.0;            1280;            1280;         4.3;     112.0
M10ALFVP000U415; ALFA ROMEO               ; MITO                     ; GO   ; non    ; M 6              ;           6;      88.0;            1280;            1280;         4.3;     112.0
M10ALFVP000P445; ALFA ROMEO               ; MITO                     ; GP/ES; non    ; M 5              ;           6;      88.0;            1220;            1220;         8.1;     131.0
M10ALFVP000P446; ALFA ROMEO               ; MITO                     ; GP/ES; non    ; M 5              ;           6;      88.0;            1220;            1220;         8.1;     131.0
M10ALFVP000J281; ALFA ROMEO               ; SPIDER                   ; ES   ; non    ; M 6              ;          12;     147.0;            1565;            1565;         8.2;     192.0
M10ALFVP000M285; ALFA ROMEO               ; SPIDER                   ; GO   ; non    ; M 6              ;           9;     120.0;            1615;            1615;         5.4;     142.0
M10ALFVP000K283; ALFA ROMEO               ; SPIDER                   ; GO   ; non    ; M 6              ;           9;     125.0;            1615;            1615;         5.4;     142.0
M10AUDVP0111670; AUDI                     ; A1                       ; ES   ; non    ; M 5              ;           5;      70.0;            1110;            1110;         4.3;      98.0
M10AUDVP0115674; AUDI                     ; A1                       ; ES   ; non    ; M 5              ;           5;      70.0;            1110;            1110;         4.4;     102.0
M10AUDVP011P658; AUDI                     ; A1                       ; ES   ; non    ; A 7              ;           5;      70.0;            1140;            1140;         4.4;     102.0
M10AUDVP011R660; AUDI                     ; A1                       ; ES   ; non    ; A 7              ;           5;      70.0;            1140;            1140;         4.5;     103.0
M10AUDVP011V664; AUDI                     ; A1                       ; ES   ; non    ; A 7              ;           5;      70.0;            1140;            1140;         4.6;     107.0
M10AUDVP011Z668; AUDI                     ; A1                       ; ES   ; non    ; M 5              ;           5;      70.0;            1110;            1110;         4.2;      97.0
M10AUDVP011L097; AUDI                     ; A1                       ; ES   ; non    ; A 7              ;           6;      92.0;            1190;            1190;         4.9;     112.0
M10AUDVP011N099; AUDI                     ; A1                       ; ES   ; non    ; A 7              ;           6;      92.0;            1190;            1190;         5.0;     113.0
