cnit           ; lib_mrq_doss             ; lib_mod_doss             ; energ; hybride; typ_boite_nb_rapp; puiss_admin; puiss_max; masse_ordma_min; masse_ordma_max; conso_mixte; co2_mixte
M10MCDVPPS1T798; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; M 6              ;           9;     120.0;            2050;            2050;         5.9;     154.0
M10MCDVPPS1T834; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;           9;     120.0;            2100;            2100;         5.8;     152.0
M10MCDVPPS1T870; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; M 6              ;           9;     120.0;            2100;            2100;         6.0;     157.0
M10MCDVPPS1T895; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;           9;     120.0;            2050;            2050;         5.7;     149.0
M10MCDVPPS1T931; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;           9;     120.0;            2100;            2100;         5.8;     152.0
M10MCDVPPS1T967; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; M 6              ;           9;     120.0;            2100;            2100;         5.8;     152.0
M10MCDVPPS1U774; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;           9;     120.0;            2050;            2050;         5.7;     149.0
M10MCDVPPS1U799; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; M 6              ;           9;     120.0;            2050;            2050;         5.7;     149.0
M10MCDVPPS1U835; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;           9;     120.0;            2100;            2100;         5.8;     152.0
M10MCDVPPS1U871; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; M 6              ;           9;     120.0;            2100;            2100;         5.8;     152.0
M10MCDVPPS1U896; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;           9;     120.0;            2050;            2050;         5.7;     149.0
M10MCDVPPS1U932; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;           9;     120.0;            2100;            2100;         5.8;     152.0
M10MCDVPPS1U968; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; M 6              ;           9;     120.0;            2100;            2100;         6.0;     157.0
M10MCDVPPS1V775; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;           9;     120.0;            2050;            2050;         5.7;     149.0
M10MCDVPPS1V800; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; M 6              ;           9;     120.0;            2050;            2050;         5.9;     154.0
M10MCDVPPS1V836; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;           9;     120.0;            2100;            2100;         5.8;     152.0
M10MCDVPPS1V872; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; M 6              ;           9;     120.0;            2100;            2100;         6.0;     157.0
M10MCDVPPS1V897; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; M 6              ;           9;     120.0;            2050;            2050;         5.7;     149.0
M10MCDVPPS1V933; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;           9;     120.0;            2100;            2100;         5.8;     152.0
M10MCDVPPS1V969; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; M 6              ;           9;     120.0;            2100;            2100;         5.8;     152.0
M10MCDVPPS1W801; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; M 6              ;           9;     120.0;            2050;            2050;         5.7;     149.0
M10MCDVPPS1W837; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;           9;     120.0;            2100;            2100;         5.8;     152.0
M10MCDVPPS1W898; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; M 6              ;           9;     120.0;            2050;            2050;         5.9;     154.0
M10MCDVPPS1W934; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;           9;     120.0;            2100;            2100;         5.8;     152.0
M10MCDVPPS1X802; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; M 6              ;           9;     120.0;            2050;            2050;         5.9;     154.0
M10MCDVPPS1X838; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;           9;     120.0;            2100;            2100;         5.8;     152.0
M10MCDVPPS1X899; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; M 6              ;           9;     120.0;            2050;            2050;         5.7;     149.0
M10MCDVPPS1X935; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;           9;     120.0;            2100;            2100;         5.8;     152.0
M10MCDVPPS1Y803; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; M 6              ;           9;     120.0;            2050;            2050;         5.7;     149.0
M10MCDVPPS1Y839; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;           9;     120.0;            2100;            2100;         5.8;     152.0
M10MCDVPPS1Y900; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; M 6              ;           9;     120.0;            2050;            2050;         5.9;     154.0
M10MCDVPPS1Y936; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;           9;     120.0;            2100;            2100;         5.8;     152.0
M10MCDVPPS1Z804; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; M 6              ;           9;     120.0;            2050;            2050;         5.9;     154.0
M10MCDVPPS1Z840; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;           9;     120.0;            2100;            2100;         5.8;     152.0
M10MCDVPPS1Z901; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; M 6              ;           9;     120.0;            2050;            2050;         5.7;     149.0
M10MCDVPPS1Z937; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;           9;     120.0;            2100;            2100;         5.8;     152.0
M10MCDVPLK50680; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPLK51681; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPLK52682; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPLK53683; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPLK54684; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPLK55685; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPLK56686; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPLK57687; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPLK58688; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPLK59689; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPLK5A690; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPLK5B691; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPLK5C692; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPLK5D693; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPLK5E694; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPLK5F695; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPLK5G696; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPLK5H697; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPLK5J698; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPLK5J699; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPLK5K675; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPLK5K700; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPLK5L676; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPLK5L701; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPLK5M677; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPLK5M702; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPLK5N678; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPLK5Z679; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPLK65199; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2437;            2437;         6.1;     159.0
M10MCDVPLK66200; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2437;            2437;         6.1;     159.0
M10MCDVPLK69203; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2437;            2437;         6.1;     159.0
M10MCDVPLK6A204; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2437;            2437;         6.1;     159.0
M10MCDVPLK6D207; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2437;            2437;         6.1;     159.0
M10MCDVPLK6E208; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2437;            2437;         6.1;     159.0
M10MCDVPPS20222; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2185;            2185;         6.6;     174.0
M10MCDVPPS20258; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2185;            2185;         6.6;     174.0
M10MCDVPPS20319; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS20355; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS21223; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2185;            2185;         6.6;     174.0
M10MCDVPPS21259; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2185;            2185;         6.6;     174.0
M10MCDVPPS21320; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS21356; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS22224; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2185;            2185;         6.6;     174.0
M10MCDVPPS22260; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2185;            2185;         6.6;     174.0
M10MCDVPPS22321; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS22357; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS23225; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2185;            2185;         6.6;     174.0
M10MCDVPPS23261; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2185;            2185;         6.6;     174.0
M10MCDVPPS23322; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS23358; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS24226; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2185;            2185;         6.6;     174.0
M10MCDVPPS24262; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2185;            2185;         6.6;     174.0
M10MCDVPPS24323; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS24359; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS25227; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2185;            2185;         6.6;     174.0
M10MCDVPPS25263; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2185;            2185;         6.6;     174.0
M10MCDVPPS25324; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS25360; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS26228; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2185;            2185;         6.6;     174.0
M10MCDVPPS26264; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2185;            2185;         6.6;     174.0
M10MCDVPPS26325; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS26361; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS27229; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2210;            2210;         6.7;     177.0
M10MCDVPPS27265; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2210;            2210;         6.7;     177.0
M10MCDVPPS27326; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS27362; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS28230; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2210;            2210;         6.7;     177.0
M10MCDVPPS28266; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2210;            2210;         6.7;     177.0
M10MCDVPPS28291; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS28327; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS28363; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS29231; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2210;            2210;         6.7;     177.0
M10MCDVPPS29267; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2210;            2210;         6.7;     177.0
M10MCDVPPS29292; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS29328; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS29364; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS2A232; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2210;            2210;         6.7;     177.0
M10MCDVPPS2A268; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2210;            2210;         6.7;     177.0
M10MCDVPPS2A293; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2A329; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS2A365; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS2B233; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2210;            2210;         6.7;     177.0
M10MCDVPPS2B269; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2210;            2210;         6.7;     177.0
M10MCDVPPS2B294; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2B330; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS2B366; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS2C234; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2210;            2210;         6.7;     177.0
M10MCDVPPS2C270; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2210;            2210;         6.7;     177.0
M10MCDVPPS2C295; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2C331; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS2C367; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS2D235; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2210;            2210;         6.7;     177.0
M10MCDVPPS2D271; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2210;            2210;         6.7;     177.0
M10MCDVPPS2D296; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2D332; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS2D368; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS2E236; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2210;            2210;         6.7;     177.0
M10MCDVPPS2E272; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2210;            2210;         6.7;     177.0
M10MCDVPPS2E297; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2E333; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2F237; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2210;            2210;         6.7;     177.0
M10MCDVPPS2F273; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2210;            2210;         6.7;     177.0
M10MCDVPPS2F298; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2F334; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2G238; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2210;            2210;         6.7;     177.0
M10MCDVPPS2G274; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2210;            2210;         6.7;     177.0
M10MCDVPPS2G299; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2G335; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2H239; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2210;            2210;         6.7;     177.0
M10MCDVPPS2H275; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2210;            2210;         6.7;     177.0
M10MCDVPPS2H300; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2H336; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2J240; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2210;            2210;         6.7;     177.0
M10MCDVPPS2J241; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2235;            2235;         6.7;     177.0
M10MCDVPPS2J276; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2210;            2210;         6.7;     177.0
M10MCDVPPS2J277; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2235;            2235;         6.7;     177.0
M10MCDVPPS2J301; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2J302; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2J337; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2J338; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2K242; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2235;            2235;         6.7;     177.0
M10MCDVPPS2K278; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2235;            2235;         6.7;     177.0
M10MCDVPPS2K303; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2K339; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2L243; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2235;            2235;         6.7;     177.0
M10MCDVPPS2L279; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2235;            2235;         6.7;     177.0
M10MCDVPPS2L304; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2L340; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2M244; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2235;            2235;         6.7;     177.0
M10MCDVPPS2M280; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2235;            2235;         6.7;     177.0
M10MCDVPPS2M305; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2M341; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2N245; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2235;            2235;         6.7;     177.0
M10MCDVPPS2N281; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2235;            2235;         6.7;     177.0
M10MCDVPPS2N306; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2N342; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2P246; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2235;            2235;         6.7;     177.0
M10MCDVPPS2P247; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2235;            2235;         6.7;     177.0
M10MCDVPPS2P282; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2235;            2235;         6.7;     177.0
M10MCDVPPS2P283; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2235;            2235;         6.7;     177.0
M10MCDVPPS2P307; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2P308; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2P343; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2P344; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2R248; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2235;            2235;         6.7;     177.0
